account_id,district_id,frequency,date,dateYear
2926,50,ONCE A MONTH,1993/1/14 0:00,1993
1731,33,ONCE A MONTH,1993/1/14 0:00,1993
11265,15,ONCE A MONTH,1993/1/14 0:00,1993
2519,4,ONCE A MONTH,1993/1/15 0:00,1993
10364,55,ONCE A MONTH,1993/1/17 0:00,1993
1481,15,ONCE A MONTH,1993/1/17 0:00,1993
401,32,ONCE A MONTH,1993/1/18 0:00,1993
4034,1,ONCE A MONTH,1993/1/18 0:00,1993
2330,54,ONCE A MONTH,1993/1/19 0:00,1993
1806,40,ONCE A MONTH,1993/1/19 0:00,1993
3834,54,ONCE A MONTH,1993/1/19 0:00,1993
1222,66,ONCE A MONTH,1993/1/20 0:00,1993
212,27,ONCE A WEEK,1993/1/20 0:00,1993
456,49,ONCE A MONTH,1993/1/21 0:00,1993
459,47,ONCE A MONTH,1993/1/21 0:00,1993
772,45,ONCE A MONTH,1993/1/21 0:00,1993
1019,52,ONCE A MONTH,1993/1/21 0:00,1993
11295,74,ONCE A MONTH,1993/1/21 0:00,1993
2970,60,ONCE A MONTH,1993/1/22 0:00,1993
2676,73,ONCE A MONTH,1993/1/22 0:00,1993
1536,41,ONCE A WEEK,1993/1/22 0:00,1993
1179,74,ONCE A MONTH,1993/1/23 0:00,1993
280,25,ONCE A MONTH,1993/1/23 0:00,1993
2425,41,ONCE A MONTH,1993/1/23 0:00,1993
9307,68,ONCE A MONTH,1993/1/24 0:00,1993
4055,23,ONCE A MONTH,1993/1/24 0:00,1993
5065,66,ONCE A MONTH,1993/1/24 0:00,1993
3704,75,ONCE A MONTH,1993/1/24 0:00,1993
477,1,ONCE A MONTH,1993/1/25 0:00,1993
5891,54,ONCE A MONTH,1993/1/25 0:00,1993
1000,77,ONCE A MONTH,1993/1/25 0:00,1993
1750,1,ONCE A MONTH,1993/1/26 0:00,1993
2023,68,ONCE A MONTH,1993/1/26 0:00,1993
6473,12,ONCE A MONTH,1993/1/26 0:00,1993
1649,46,ONCE A MONTH,1993/1/26 0:00,1993
2670,13,ONCE A MONTH,1993/1/27 0:00,1993
1127,27,ONCE A MONTH,1993/1/27 0:00,1993
163,30,ONCE A MONTH,1993/1/27 0:00,1993
2566,48,ONCE A MONTH,1993/1/27 0:00,1993
9,70,ONCE A MONTH,1993/1/27 0:00,1993
1144,59,ONCE A MONTH,1993/1/28 0:00,1993
2902,32,ONCE A MONTH,1993/1/28 0:00,1993
4296,63,ONCE A MONTH,1993/1/28 0:00,1993
443,64,ONCE A MONTH,1993/1/28 0:00,1993
3693,61,ONCE A MONTH,1993/1/29 0:00,1993
2070,72,ONCE A MONTH,1993/1/29 0:00,1993
1843,12,ONCE A MONTH,1993/1/30 0:00,1993
2714,1,ONCE A MONTH,1993/1/30 0:00,1993
4078,40,ONCE A MONTH,1993/1/30 0:00,1993
5868,44,ONCE A MONTH,1993/2/2 0:00,1993
1805,1,ONCE A MONTH,1993/2/2 0:00,1993
2434,17,ONCE A MONTH,1993/2/2 0:00,1993
3007,16,ONCE A MONTH,1993/2/2 0:00,1993
2574,68,ONCE A MONTH,1993/2/2 0:00,1993
862,64,ONCE A WEEK,1993/2/2 0:00,1993
1132,1,ONCE A WEEK,1993/2/3 0:00,1993
4484,54,ONCE A MONTH,1993/2/3 0:00,1993
943,1,ONCE A MONTH,1993/2/3 0:00,1993
3514,7,ONCE A MONTH,1993/2/3 0:00,1993
3983,67,ONCE A MONTH,1993/2/4 0:00,1993
9265,1,ONCE A MONTH,1993/2/4 0:00,1993
465,32,ONCE A MONTH,1993/2/4 0:00,1993
982,54,ONCE A MONTH,1993/2/5 0:00,1993
411,70,ONCE A MONTH,1993/2/5 0:00,1993
890,14,ONCE A MONTH,1993/2/5 0:00,1993
627,63,ONCE A MONTH,1993/2/5 0:00,1993
2429,61,ONCE A MONTH,1993/2/6 0:00,1993
3960,64,ONCE A MONTH,1993/2/6 0:00,1993
2256,48,ONCE A MONTH,1993/2/6 0:00,1993
8051,1,ONCE A WEEK,1993/2/7 0:00,1993
2647,73,ONCE A MONTH,1993/2/8 0:00,1993
2241,6,ONCE A MONTH,1993/2/8 0:00,1993
5622,70,ONCE A MONTH,1993/2/8 0:00,1993
2884,1,ONCE A MONTH,1993/2/8 0:00,1993
1830,10,ONCE A MONTH,1993/2/8 0:00,1993
7753,74,ONCE A MONTH,1993/2/8 0:00,1993
244,24,ONCE A MONTH,1993/2/8 0:00,1993
1477,1,ONCE A MONTH,1993/2/8 0:00,1993
4240,50,ONCE A MONTH,1993/2/8 0:00,1993
1006,6,ONCE A MONTH,1993/2/8 0:00,1993
830,74,ONCE A MONTH,1993/2/8 0:00,1993
9188,45,ONCE A MONTH,1993/2/8 0:00,1993
1965,57,AFTER DEAL,1993/2/8 0:00,1993
1134,6,ONCE A MONTH,1993/2/9 0:00,1993
1601,10,ONCE A MONTH,1993/2/9 0:00,1993
2861,38,ONCE A MONTH,1993/2/10 0:00,1993
813,16,ONCE A MONTH,1993/2/10 0:00,1993
2585,75,ONCE A MONTH,1993/2/10 0:00,1993
2220,16,ONCE A MONTH,1993/2/10 0:00,1993
2763,64,ONCE A MONTH,1993/2/11 0:00,1993
2342,51,ONCE A MONTH,1993/2/11 0:00,1993
1944,72,ONCE A MONTH,1993/2/12 0:00,1993
1966,27,ONCE A MONTH,1993/2/12 0:00,1993
2543,68,ONCE A MONTH,1993/2/13 0:00,1993
2293,31,ONCE A MONTH,1993/2/13 0:00,1993
11013,1,ONCE A WEEK,1993/2/14 0:00,1993
2423,30,ONCE A MONTH,1993/2/14 0:00,1993
142,51,ONCE A MONTH,1993/2/15 0:00,1993
3424,74,ONCE A MONTH,1993/2/16 0:00,1993
539,13,AFTER DEAL,1993/2/16 0:00,1993
979,21,ONCE A MONTH,1993/2/16 0:00,1993
3554,66,ONCE A MONTH,1993/2/16 0:00,1993
3545,51,ONCE A MONTH,1993/2/17 0:00,1993
3047,16,ONCE A MONTH,1993/2/17 0:00,1993
3374,21,ONCE A MONTH,1993/2/17 0:00,1993
96,68,ONCE A MONTH,1993/2/18 0:00,1993
461,30,ONCE A MONTH,1993/2/18 0:00,1993
3593,1,ONCE A MONTH,1993/2/18 0:00,1993
3026,24,ONCE A MONTH,1993/2/18 0:00,1993
1054,10,ONCE A MONTH,1993/2/19 0:00,1993
2433,71,ONCE A MONTH,1993/2/19 0:00,1993
3691,50,ONCE A MONTH,1993/2/19 0:00,1993
3787,70,ONCE A MONTH,1993/2/19 0:00,1993
128,2,ONCE A MONTH,1993/2/19 0:00,1993
3168,39,ONCE A MONTH,1993/2/20 0:00,1993
4937,12,ONCE A MONTH,1993/2/20 0:00,1993
2124,69,ONCE A MONTH,1993/2/20 0:00,1993
322,1,ONCE A MONTH,1993/2/20 0:00,1993
4355,31,ONCE A MONTH,1993/2/21 0:00,1993
1678,1,ONCE A MONTH,1993/2/22 0:00,1993
2396,2,ONCE A MONTH,1993/2/22 0:00,1993
1005,54,ONCE A WEEK,1993/2/23 0:00,1993
697,28,ONCE A MONTH,1993/2/23 0:00,1993
925,59,ONCE A MONTH,1993/2/23 0:00,1993
2110,64,ONCE A MONTH,1993/2/23 0:00,1993
1366,60,ONCE A MONTH,1993/2/24 0:00,1993
1050,57,AFTER DEAL,1993/2/24 0:00,1993
3117,33,ONCE A MONTH,1993/2/24 0:00,1993
562,50,ONCE A MONTH,1993/2/25 0:00,1993
5369,54,ONCE A MONTH,1993/2/25 0:00,1993
2242,7,ONCE A WEEK,1993/2/25 0:00,1993
197,1,ONCE A MONTH,1993/2/25 0:00,1993
496,69,ONCE A MONTH,1993/2/26 0:00,1993
2,1,ONCE A MONTH,1993/2/26 0:00,1993
7401,1,ONCE A MONTH,1993/2/26 0:00,1993
2486,1,ONCE A MONTH,1993/2/27 0:00,1993
428,1,ONCE A MONTH,1993/2/27 0:00,1993
3651,23,ONCE A MONTH,1993/2/27 0:00,1993
1775,17,ONCE A MONTH,1993/2/27 0:00,1993
1688,70,ONCE A MONTH,1993/2/27 0:00,1993
361,51,ONCE A MONTH,1993/2/27 0:00,1993
1829,43,ONCE A MONTH,1993/2/27 0:00,1993
1575,1,ONCE A MONTH,1993/2/27 0:00,1993
9203,70,ONCE A MONTH,1993/2/27 0:00,1993
3008,72,ONCE A MONTH,1993/2/27 0:00,1993
239,69,ONCE A WEEK,1993/3/1 0:00,1993
3302,21,ONCE A MONTH,1993/3/2 0:00,1993
415,25,ONCE A MONTH,1993/3/3 0:00,1993
3513,20,ONCE A MONTH,1993/3/3 0:00,1993
4134,7,ONCE A MONTH,1993/3/3 0:00,1993
1077,14,ONCE A MONTH,1993/3/3 0:00,1993
1713,43,ONCE A MONTH,1993/3/3 0:00,1993
1378,59,ONCE A MONTH,1993/3/4 0:00,1993
2503,1,ONCE A MONTH,1993/3/5 0:00,1993
559,46,ONCE A MONTH,1993/3/5 0:00,1993
6555,38,ONCE A WEEK,1993/3/5 0:00,1993
744,42,ONCE A MONTH,1993/3/6 0:00,1993
882,9,ONCE A MONTH,1993/3/6 0:00,1993
86,54,ONCE A MONTH,1993/3/7 0:00,1993
1126,56,ONCE A MONTH,1993/3/8 0:00,1993
2666,49,ONCE A MONTH,1993/3/8 0:00,1993
944,70,ONCE A MONTH,1993/3/8 0:00,1993
1545,1,ONCE A MONTH,1993/3/8 0:00,1993
2453,1,ONCE A MONTH,1993/3/8 0:00,1993
3734,43,ONCE A MONTH,1993/3/8 0:00,1993
3935,23,ONCE A MONTH,1993/3/8 0:00,1993
396,21,ONCE A MONTH,1993/3/8 0:00,1993
2694,7,ONCE A MONTH,1993/3/8 0:00,1993
4596,74,ONCE A MONTH,1993/3/9 0:00,1993
2489,72,ONCE A MONTH,1993/3/9 0:00,1993
2895,19,ONCE A MONTH,1993/3/9 0:00,1993
317,76,ONCE A MONTH,1993/3/10 0:00,1993
2555,53,ONCE A MONTH,1993/3/10 0:00,1993
494,60,ONCE A MONTH,1993/3/11 0:00,1993
2219,60,ONCE A MONTH,1993/3/11 0:00,1993
2581,72,ONCE A MONTH,1993/3/11 0:00,1993
112,6,ONCE A MONTH,1993/3/12 0:00,1993
3674,38,ONCE A MONTH,1993/3/12 0:00,1993
2039,44,ONCE A MONTH,1993/3/12 0:00,1993
2712,9,ONCE A MONTH,1993/3/12 0:00,1993
395,1,ONCE A MONTH,1993/3/12 0:00,1993
2974,9,ONCE A MONTH,1993/3/13 0:00,1993
123,21,ONCE A MONTH,1993/3/13 0:00,1993
9640,1,ONCE A MONTH,1993/3/13 0:00,1993
3108,53,ONCE A MONTH,1993/3/14 0:00,1993
2508,34,ONCE A MONTH,1993/3/14 0:00,1993
2458,40,ONCE A WEEK,1993/3/14 0:00,1993
588,66,ONCE A MONTH,1993/3/14 0:00,1993
7231,10,ONCE A MONTH,1993/3/14 0:00,1993
6701,49,ONCE A WEEK,1993/3/15 0:00,1993
3883,72,ONCE A MONTH,1993/3/15 0:00,1993
222,37,ONCE A MONTH,1993/3/15 0:00,1993
2497,65,ONCE A MONTH,1993/3/16 0:00,1993
1372,1,ONCE A MONTH,1993/3/16 0:00,1993
3835,50,ONCE A MONTH,1993/3/16 0:00,1993
7445,64,ONCE A MONTH,1993/3/18 0:00,1993
2527,38,ONCE A MONTH,1993/3/19 0:00,1993
425,9,ONCE A MONTH,1993/3/19 0:00,1993
860,1,ONCE A MONTH,1993/3/19 0:00,1993
6034,6,ONCE A WEEK,1993/3/19 0:00,1993
11065,11,ONCE A MONTH,1993/3/19 0:00,1993
9883,1,ONCE A MONTH,1993/3/19 0:00,1993
115,68,ONCE A MONTH,1993/3/19 0:00,1993
1189,59,ONCE A MONTH,1993/3/19 0:00,1993
3675,64,ONCE A MONTH,1993/3/20 0:00,1993
3069,66,ONCE A MONTH,1993/3/20 0:00,1993
2762,19,ONCE A MONTH,1993/3/20 0:00,1993
892,70,ONCE A MONTH,1993/3/20 0:00,1993
1535,46,ONCE A MONTH,1993/3/20 0:00,1993
2618,60,ONCE A MONTH,1993/3/21 0:00,1993
2651,2,ONCE A MONTH,1993/3/21 0:00,1993
5442,34,ONCE A MONTH,1993/3/22 0:00,1993
1787,30,ONCE A WEEK,1993/3/22 0:00,1993
1397,17,ONCE A MONTH,1993/3/22 0:00,1993
3785,10,ONCE A MONTH,1993/3/24 0:00,1993
623,1,ONCE A MONTH,1993/3/24 0:00,1993
8260,31,ONCE A MONTH,1993/3/24 0:00,1993
3678,1,ONCE A MONTH,1993/3/24 0:00,1993
3001,1,ONCE A MONTH,1993/3/24 0:00,1993
655,53,ONCE A MONTH,1993/3/24 0:00,1993
4093,1,ONCE A MONTH,1993/3/25 0:00,1993
3260,68,ONCE A MONTH,1993/3/25 0:00,1993
2528,65,ONCE A MONTH,1993/3/25 0:00,1993
2011,75,ONCE A MONTH,1993/3/25 0:00,1993
1721,68,ONCE A MONTH,1993/3/25 0:00,1993
1332,59,ONCE A MONTH,1993/3/25 0:00,1993
1402,74,ONCE A MONTH,1993/3/26 0:00,1993
3283,68,ONCE A MONTH,1993/3/26 0:00,1993
3781,31,ONCE A MONTH,1993/3/26 0:00,1993
7203,71,ONCE A MONTH,1993/3/26 0:00,1993
1065,72,ONCE A MONTH,1993/3/27 0:00,1993
3076,54,ONCE A MONTH,1993/3/27 0:00,1993
4347,1,ONCE A MONTH,1993/3/27 0:00,1993
1157,7,ONCE A MONTH,1993/3/27 0:00,1993
9403,1,ONCE A WEEK,1993/3/27 0:00,1993
1874,9,ONCE A MONTH,1993/3/27 0:00,1993
1115,34,ONCE A MONTH,1993/3/27 0:00,1993
3586,59,ONCE A MONTH,1993/3/27 0:00,1993
62,47,ONCE A MONTH,1993/3/28 0:00,1993
1771,69,ONCE A MONTH,1993/3/28 0:00,1993
5483,13,ONCE A MONTH,1993/3/28 0:00,1993
8330,48,ONCE A MONTH,1993/3/28 0:00,1993
187,5,ONCE A MONTH,1993/3/28 0:00,1993
423,12,ONCE A MONTH,1993/3/28 0:00,1993
6425,31,ONCE A MONTH,1993/3/29 0:00,1993
2493,62,ONCE A MONTH,1993/3/29 0:00,1993
2896,29,ONCE A MONTH,1993/3/30 0:00,1993
2245,29,ONCE A MONTH,1993/3/30 0:00,1993
3923,52,ONCE A MONTH,1993/3/30 0:00,1993
1898,70,ONCE A MONTH,1993/4/1 0:00,1993
3367,1,ONCE A MONTH,1993/4/1 0:00,1993
3391,74,ONCE A MONTH,1993/4/1 0:00,1993
8519,23,ONCE A MONTH,1993/4/2 0:00,1993
1780,1,ONCE A MONTH,1993/4/2 0:00,1993
3915,65,ONCE A MONTH,1993/4/2 0:00,1993
3980,75,ONCE A MONTH,1993/4/3 0:00,1993
4350,63,ONCE A MONTH,1993/4/4 0:00,1993
686,41,ONCE A MONTH,1993/4/4 0:00,1993
362,15,ONCE A MONTH,1993/4/4 0:00,1993
299,77,ONCE A MONTH,1993/4/5 0:00,1993
2488,5,ONCE A MONTH,1993/4/6 0:00,1993
2985,71,ONCE A MONTH,1993/4/6 0:00,1993
385,5,ONCE A MONTH,1993/4/7 0:00,1993
2817,56,ONCE A MONTH,1993/4/7 0:00,1993
2056,58,ONCE A MONTH,1993/4/7 0:00,1993
2002,1,ONCE A MONTH,1993/4/8 0:00,1993
748,10,ONCE A MONTH,1993/4/8 0:00,1993
220,72,ONCE A MONTH,1993/4/9 0:00,1993
1422,68,ONCE A MONTH,1993/4/9 0:00,1993
1147,44,ONCE A MONTH,1993/4/10 0:00,1993
3788,70,ONCE A MONTH,1993/4/10 0:00,1993
1891,32,ONCE A MONTH,1993/4/10 0:00,1993
1239,1,ONCE A MONTH,1993/4/10 0:00,1993
8321,77,ONCE A MONTH,1993/4/12 0:00,1993
3213,51,ONCE A MONTH,1993/4/12 0:00,1993
2838,3,ONCE A WEEK,1993/4/13 0:00,1993
3644,38,ONCE A MONTH,1993/4/13 0:00,1993
4318,33,ONCE A WEEK,1993/4/13 0:00,1993
2648,51,ONCE A MONTH,1993/4/13 0:00,1993
2313,26,ONCE A WEEK,1993/4/13 0:00,1993
5428,24,ONCE A MONTH,1993/4/14 0:00,1993
7123,64,AFTER DEAL,1993/4/14 0:00,1993
279,39,ONCE A MONTH,1993/4/14 0:00,1993
104,37,ONCE A MONTH,1993/4/15 0:00,1993
497,55,ONCE A MONTH,1993/4/15 0:00,1993
1152,45,ONCE A MONTH,1993/4/15 0:00,1993
83,26,ONCE A MONTH,1993/4/16 0:00,1993
2008,52,ONCE A MONTH,1993/4/16 0:00,1993
3327,45,ONCE A MONTH,1993/4/16 0:00,1993
5740,43,ONCE A MONTH,1993/4/16 0:00,1993
8132,5,ONCE A WEEK,1993/4/17 0:00,1993
10738,45,ONCE A WEEK,1993/4/17 0:00,1993
2216,74,ONCE A MONTH,1993/4/17 0:00,1993
1815,66,ONCE A MONTH,1993/4/17 0:00,1993
2823,57,ONCE A MONTH,1993/4/18 0:00,1993
4321,47,ONCE A MONTH,1993/4/18 0:00,1993
1773,33,ONCE A MONTH,1993/4/19 0:00,1993
7454,4,ONCE A MONTH,1993/4/19 0:00,1993
188,54,ONCE A MONTH,1993/4/20 0:00,1993
10973,18,ONCE A WEEK,1993/4/20 0:00,1993
2599,48,ONCE A MONTH,1993/4/20 0:00,1993
1166,11,ONCE A MONTH,1993/4/21 0:00,1993
504,73,ONCE A MONTH,1993/4/21 0:00,1993
1518,67,ONCE A MONTH,1993/4/21 0:00,1993
2189,75,ONCE A MONTH,1993/4/22 0:00,1993
6040,1,ONCE A MONTH,1993/4/22 0:00,1993
2876,52,ONCE A MONTH,1993/4/22 0:00,1993
1505,69,ONCE A MONTH,1993/4/23 0:00,1993
6897,48,ONCE A MONTH,1993/4/23 0:00,1993
4377,28,ONCE A MONTH,1993/4/24 0:00,1993
717,75,ONCE A MONTH,1993/4/24 0:00,1993
9707,70,ONCE A MONTH,1993/4/24 0:00,1993
2814,72,ONCE A MONTH,1993/4/25 0:00,1993
3068,59,ONCE A MONTH,1993/4/25 0:00,1993
1476,61,ONCE A MONTH,1993/4/26 0:00,1993
897,38,ONCE A MONTH,1993/4/26 0:00,1993
977,1,ONCE A MONTH,1993/4/26 0:00,1993
2639,17,ONCE A MONTH,1993/4/26 0:00,1993
1032,11,ONCE A MONTH,1993/4/26 0:00,1993
928,20,ONCE A MONTH,1993/4/26 0:00,1993
168,31,ONCE A MONTH,1993/4/27 0:00,1993
2175,1,ONCE A MONTH,1993/4/27 0:00,1993
10105,55,ONCE A MONTH,1993/4/28 0:00,1993
1392,60,ONCE A MONTH,1993/4/28 0:00,1993
3697,45,ONCE A MONTH,1993/4/29 0:00,1993
5313,40,ONCE A MONTH,1993/4/29 0:00,1993
2222,47,ONCE A MONTH,1993/5/1 0:00,1993
2641,7,ONCE A MONTH,1993/5/2 0:00,1993
5423,15,ONCE A MONTH,1993/5/2 0:00,1993
2609,73,ONCE A MONTH,1993/5/3 0:00,1993
5472,1,ONCE A MONTH,1993/5/4 0:00,1993
2932,72,ONCE A MONTH,1993/5/4 0:00,1993
4254,70,ONCE A MONTH,1993/5/4 0:00,1993
3965,31,ONCE A MONTH,1993/5/4 0:00,1993
10656,8,ONCE A MONTH,1993/5/5 0:00,1993
887,1,ONCE A MONTH,1993/5/5 0:00,1993
4743,64,ONCE A MONTH,1993/5/5 0:00,1993
1048,35,ONCE A MONTH,1993/5/5 0:00,1993
1671,6,ONCE A MONTH,1993/5/5 0:00,1993
1236,19,ONCE A MONTH,1993/5/5 0:00,1993
1822,30,ONCE A MONTH,1993/5/5 0:00,1993
3316,28,ONCE A MONTH,1993/5/6 0:00,1993
2037,20,ONCE A MONTH,1993/5/6 0:00,1993
10079,62,ONCE A MONTH,1993/5/6 0:00,1993
3999,35,ONCE A MONTH,1993/5/6 0:00,1993
551,77,ONCE A MONTH,1993/5/7 0:00,1993
1200,33,ONCE A MONTH,1993/5/7 0:00,1993
1161,66,ONCE A MONTH,1993/5/8 0:00,1993
5372,48,ONCE A MONTH,1993/5/8 0:00,1993
3050,60,ONCE A MONTH,1993/5/8 0:00,1993
1784,59,ONCE A MONTH,1993/5/8 0:00,1993
1603,1,ONCE A MONTH,1993/5/9 0:00,1993
1887,68,ONCE A MONTH,1993/5/9 0:00,1993
1644,1,ONCE A MONTH,1993/5/9 0:00,1993
1658,73,ONCE A MONTH,1993/5/10 0:00,1993
44,32,ONCE A MONTH,1993/5/10 0:00,1993
1039,70,ONCE A WEEK,1993/5/10 0:00,1993
1071,68,ONCE A WEEK,1993/5/10 0:00,1993
2410,54,ONCE A MONTH,1993/5/11 0:00,1993
2523,10,ONCE A MONTH,1993/5/11 0:00,1993
790,54,ONCE A MONTH,1993/5/11 0:00,1993
2583,62,ONCE A MONTH,1993/5/11 0:00,1993
1782,8,ONCE A MONTH,1993/5/12 0:00,1993
751,3,ONCE A MONTH,1993/5/12 0:00,1993
2061,24,ONCE A MONTH,1993/5/12 0:00,1993
8261,13,ONCE A MONTH,1993/5/12 0:00,1993
2321,35,ONCE A MONTH,1993/5/13 0:00,1993
1334,74,ONCE A MONTH,1993/5/14 0:00,1993
3649,54,ONCE A MONTH,1993/5/14 0:00,1993
555,24,ONCE A MONTH,1993/5/15 0:00,1993
3173,39,ONCE A MONTH,1993/5/15 0:00,1993
863,71,ONCE A MONTH,1993/5/16 0:00,1993
3181,42,ONCE A MONTH,1993/5/16 0:00,1993
3210,1,ONCE A MONTH,1993/5/17 0:00,1993
489,16,ONCE A MONTH,1993/5/17 0:00,1993
947,59,ONCE A MONTH,1993/5/17 0:00,1993
3284,64,ONCE A MONTH,1993/5/17 0:00,1993
1610,52,ONCE A MONTH,1993/5/17 0:00,1993
4225,55,ONCE A MONTH,1993/5/18 0:00,1993
1412,64,ONCE A MONTH,1993/5/18 0:00,1993
1937,36,ONCE A MONTH,1993/5/18 0:00,1993
991,39,ONCE A MONTH,1993/5/18 0:00,1993
1180,20,ONCE A MONTH,1993/5/19 0:00,1993
2758,70,ONCE A MONTH,1993/5/19 0:00,1993
2711,58,ONCE A MONTH,1993/5/19 0:00,1993
1652,74,ONCE A MONTH,1993/5/20 0:00,1993
3099,70,ONCE A MONTH,1993/5/20 0:00,1993
11111,1,ONCE A MONTH,1993/5/20 0:00,1993
9591,74,ONCE A MONTH,1993/5/20 0:00,1993
9828,11,ONCE A MONTH,1993/5/20 0:00,1993
5385,44,ONCE A WEEK,1993/5/21 0:00,1993
23,30,ONCE A MONTH,1993/5/22 0:00,1993
2645,54,ONCE A MONTH,1993/5/22 0:00,1993
2991,19,ONCE A MONTH,1993/5/22 0:00,1993
3469,76,ONCE A MONTH,1993/5/22 0:00,1993
1851,55,ONCE A MONTH,1993/5/23 0:00,1993
3844,67,ONCE A MONTH,1993/5/23 0:00,1993
1442,23,ONCE A MONTH,1993/5/23 0:00,1993
3064,40,ONCE A MONTH,1993/5/23 0:00,1993
3558,4,ONCE A MONTH,1993/5/23 0:00,1993
1534,1,ONCE A MONTH,1993/5/24 0:00,1993
334,1,ONCE A MONTH,1993/5/24 0:00,1993
1786,1,ONCE A MONTH,1993/5/25 0:00,1993
1272,40,ONCE A WEEK,1993/5/25 0:00,1993
2436,67,ONCE A MONTH,1993/5/25 0:00,1993
3796,53,ONCE A MONTH,1993/5/25 0:00,1993
119,27,ONCE A MONTH,1993/5/25 0:00,1993
3063,72,ONCE A MONTH,1993/5/26 0:00,1993
18,43,ONCE A WEEK,1993/5/26 0:00,1993
11320,44,ONCE A MONTH,1993/5/26 0:00,1993
3888,39,ONCE A MONTH,1993/5/27 0:00,1993
1584,30,ONCE A MONTH,1993/5/27 0:00,1993
5546,43,ONCE A MONTH,1993/5/28 0:00,1993
2029,55,ONCE A MONTH,1993/5/29 0:00,1993
10911,1,ONCE A WEEK,1993/5/29 0:00,1993
2467,33,ONCE A MONTH,1993/5/29 0:00,1993
2962,1,ONCE A MONTH,1993/5/30 0:00,1993
165,25,ONCE A MONTH,1993/6/1 0:00,1993
1617,45,ONCE A MONTH,1993/6/1 0:00,1993
327,54,ONCE A MONTH,1993/6/2 0:00,1993
2068,21,ONCE A MONTH,1993/6/2 0:00,1993
4448,60,ONCE A MONTH,1993/6/2 0:00,1993
640,32,ONCE A MONTH,1993/6/2 0:00,1993
510,1,ONCE A WEEK,1993/6/2 0:00,1993
2534,61,ONCE A MONTH,1993/6/3 0:00,1993
1018,7,ONCE A MONTH,1993/6/3 0:00,1993
1285,65,ONCE A MONTH,1993/6/4 0:00,1993
3670,27,ONCE A MONTH,1993/6/4 0:00,1993
1743,51,ONCE A MONTH,1993/6/4 0:00,1993
3072,8,ONCE A MONTH,1993/6/5 0:00,1993
2146,31,ONCE A MONTH,1993/6/5 0:00,1993
4576,27,ONCE A MONTH,1993/6/5 0:00,1993
3258,53,ONCE A MONTH,1993/6/5 0:00,1993
2176,67,ONCE A MONTH,1993/6/6 0:00,1993
8934,51,ONCE A MONTH,1993/6/6 0:00,1993
1999,70,ONCE A MONTH,1993/6/6 0:00,1993
2741,15,ONCE A MONTH,1993/6/7 0:00,1993
4427,32,ONCE A MONTH,1993/6/7 0:00,1993
